Número da OS;Mina;Complexo Mineiro;Estrutura;Local de Instalação;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Origem da Medição;Tipo de Coleta;Tipo de Medição;Situação da Medição;Justificativa de não Medição;Condição Adversa;Observação;Sensor;Data de Medição;Hora da Medição;Outlier;Grandeza física;Valor;Unidade de Medida;Coordenada Norte (Y);Unidade de Medida (X);Coordenada Leste (X);Unidade de Medida (Z);Cota (Z);Unidade de Medida (AB)
110264;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Instrumento soterrado;;04/02/2016;00:00;;;;;;;;;;
110931;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Demandas extras. Não sendo possível atender cronograma.;;16/02/2016;00:00;;;;;;;;;;
68177;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/05/2013;00:00;;Vetor Deslocamento;0,09021;m;7.775.608,109;m;612.863,489;m;1.393,377;m
117181;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Em manutenção e/ou limpeza.;;26/07/2016;13:00;;;;;;;;;;
117749;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Em manutenção e/ou limpeza.;;03/08/2016;10:30;;;;;;;;;;
67343;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;23/04/2013;00:00;;Vetor Deslocamento;0,09444;m;7.775.608,108;m;612.863,488;m;1.393,373;m
119610;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/09/2016;11:00;;Vetor Deslocamento;0,04370;m;7.775.147,357;m;613.763,271;m;1.364,769;m
120994;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Limpeza.;;19/10/2016;10:00;;;;;;;;;;
67265;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;08/04/2013;00:00;;Vetor Deslocamento;0,09201;m;7.775.608,109;m;612.863,49;m;1.393,375;m
66376;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;24/03/2013;00:00;;Vetor Deslocamento;0,09310;m;7.775.608,104;m;612.863,491;m;1.393,375;m
125215;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;"Reunião ""avaliação pesquisa de clima o dia todo";;06/01/2017;00:00;;;;;;;;;;
126807;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Manutenção.;;08/02/2017;10:10;;;;;;;;;;
135184;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Ocorreu operação de lavra onde estava instalado o marco topográfico (MGTCMT10), sendo assim ficou inviável o monitoramento da cava CMT neste período.;;01/03/2017;00:00;;;;;;;;;;
131645;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;10/03/2017;09:48;;;;;;;;;;
128173;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;16/03/2017;11:00;;;;;;;;;;
138640;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Marco foi lavrado.;;18/03/2017;10:14;;;;;;;;;;
142072;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;19/03/2017;08:34;;;;;;;;;;
140214;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;19/03/2017;09:00;;;;;;;;;;
63207;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;09/01/2013;00:00;;Vetor Deslocamento;0,08574;m;7.775.608,107;m;612.863,49;m;1.393,382;m
62852;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;25/12/2012;00:00;;Vetor Deslocamento;0,09001;m;7.775.608,104;m;612.863,493;m;1.393,378;m
133375;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Destruído.;;19/03/2017;11:47;;;;;;;;;;
144087;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP100;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;Instrumento Danificado;;;;04/12/2017;09:00;;;;;;;;;;
62672;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/12/2012;00:00;;Vetor Deslocamento;0,08755;m;7.775.608,103;m;612.863,492;m;1.393,381;m
61936;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/11/2012;00:00;;Vetor Deslocamento;0,09306;m;7.775.608,103;m;612.863,494;m;1.393,375;m
60919;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;26/10/2012;00:00;;Vetor Deslocamento;0,09141;m;7.775.608,105;m;612.863,496;m;1.393,376;m
88028;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;18/09/2014;00:00;;Vetor Deslocamento;0,10177;m;7.775.608,094;m;612.863,48;m;1.393,371;m
88780;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;30/09/2014;00:00;;Vetor Deslocamento;0,10391;m;7.775.608,09;m;612.863,481;m;1.393,37;m
53883;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;14/02/2012;00:00;;Vetor Deslocamento;0,0;m;7.775.425,568;m;613.337,055;m;1.383,42;m
54323;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;06/03/2012;00:00;;Vetor Deslocamento;0,01342;m;7.775.425,56;m;613.337,045;m;1.383,416;m
58935;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;11/08/2012;00:00;;Vetor Deslocamento;0,08305;m;7.775.608,116;m;612.863,5;m;1.393,382;m
58716;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;26/07/2012;00:00;;Vetor Deslocamento;0,08521;m;7.775.608,115;m;612.863,499;m;1.393,38;m
56964;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/06/2012;00:00;;Vetor Deslocamento;0,06336;m;7.775.425,581;m;613.337,054;m;1.383,358;m
57605;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/06/2012;00:00;;Vetor Deslocamento;0,07876;m;7.775.608,114;m;612.863,495;m;1.393,387;m
89118;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;14/10/2014;00:00;;Vetor Deslocamento;0,10811;m;7.775.608,089;m;612.863,48;m;1.393,366;m
90335;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;06/11/2014;00:00;;Vetor Deslocamento;0,10191;m;7.775.608,09;m;612.863,482;m;1.393,372;m
61002;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;09/10/2012;00:00;;Vetor Deslocamento;0,34174;m;7.775.425,58;m;613.337,006;m;1.383,082;m
60843;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/11/2012;00:00;;Vetor Deslocamento;0,34314;m;7.775.425,564;m;613.337,002;m;1.383,081;m
7757;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/12/2012;00:00;;Vetor Deslocamento;0,34111;m;7.775.425,559;m;613.337,003;m;1.383,083;m
64062;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;31/01/2013;00:00;;Vetor Deslocamento;0,34266;m;7.775.425,556;m;613.337,0;m;1.383,082;m
64187;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/02/2013;00:00;;Vetor Deslocamento;0,36917;m;7.775.425,545;m;613.336,96;m;1.383,064;m
66322;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;29/03/2013;00:00;;Vetor Deslocamento;0,36032;m;7.775.425,534;m;613.336,95;m;1.383,077;m
90783;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;20/11/2014;00:00;;Vetor Deslocamento;0,10134;m;7.775.608,091;m;612.863,483;m;1.393,372;m
55588;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;28/04/2012;00:00;;Vetor Deslocamento;0,08047;m;7.775.608,114;m;612.863,499;m;1.393,385;m
69657;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/06/2013;01:00;;Vetor Deslocamento;0,41600;m;7.775.425,471;m;613.336,887;m;1.383,052;m
70730;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/07/2013;00:00;;Vetor Deslocamento;0,48074;m;7.775.425,411;m;613.336,849;m;1.383,015;m
54573;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/04/2012;00:00;;Vetor Deslocamento;0,07845;m;7.775.608,114;m;612.863,501;m;1.393,387;m
53834;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;27/02/2012;00:00;;Vetor Deslocamento;0,07105;m;7.775.608,117;m;612.863,5;m;1.393,394;m
53883;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;14/02/2012;00:00;;Vetor Deslocamento;0,06774;m;7.775.608,119;m;612.863,502;m;1.393,397;m
53882;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;08/02/2012;00:00;;Vetor Deslocamento;0,07004;m;7.775.608,117;m;612.863,503;m;1.393,395;m
53090;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;15/01/2012;00:00;;Vetor Deslocamento;0,07105;m;7.775.608,117;m;612.863,504;m;1.393,394;m
52547;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;31/12/2011;00:00;;Vetor Deslocamento;0,06923;m;7.775.608,116;m;612.863,502;m;1.393,396;m
51835;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/12/2011;00:00;;Vetor Deslocamento;0,07383;m;7.775.608,118;m;612.863,501;m;1.393,391;m
51109;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/12/2011;00:00;;Vetor Deslocamento;0,06304;m;7.775.608,12;m;612.863,509;m;1.393,402;m
51225;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/11/2011;00:00;;Vetor Deslocamento;0,16430;m;7.775.608,125;m;612.863,511;m;1.393,3;m
50092;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;01/11/2011;00:00;;Vetor Deslocamento;0,18870;m;7.775.608,132;m;612.863,518;m;1.393,276;m
50119;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;16/10/2011;01:00;;Vetor Deslocamento;0,11364;m;7.775.608,138;m;612.863,51;m;1.393,351;m
84751;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Prisma destruido.;;29/07/2014;00:00;;;;;;;;;;
85911;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP091;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;INSTRUMENTO DESTRUÍDO.;;06/08/2014;00:00;;;;;;;;;;
49440;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Instrumento destruido / soterrado;;01/10/2011;00:00;;;;;;;;;;
48440;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Instrumento inexistente;;27/08/2011;00:00;;;;;;;;;;
48203;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;12/08/2011;00:00;;Vetor Deslocamento;0,01884;m;7.775.608,114;m;612.863,513;m;1.393,461;m
47425;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;03/08/2011;00:00;;Vetor Deslocamento;0,02311;m;7.775.608,122;m;612.863,501;m;1.393,486;m
47494;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;13/07/2011;00:00;;Vetor Deslocamento;0,02902;m;7.775.608,122;m;612.863,505;m;1.393,492;m
12269;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;28/06/2011;00:00;;Vetor Deslocamento;0,0;m;7.775.608,129;m;612.863,502;m;1.393,464;m
46683;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Dados em outra OS pelo técnico Tercio Costa;;18/06/2011;00:00;;;;;;;;;;
46233;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Téc responsável em processo de renovação de ASO e carteiras de mina;;29/05/2011;00:00;;;;;;;;;;
93629;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;M;Padrão;19/01/2015;00:00;;Vetor Deslocamento;0,10098;m;7.775.608,09;m;612.863,478;m;1.393,374;m
93407;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;12/03/2015;00:00;;Vetor Deslocamento;0,10612;m;7.775.608,086;m;612.863,478;m;1.393,37;m
95704;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;27/03/2015;00:00;;Vetor Deslocamento;0,10782;m;7.775.608,084;m;612.863,478;m;1.393,369;m
96605;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;08/04/2015;00:00;;Vetor Deslocamento;0,10767;m;7.775.608,085;m;612.863,481;m;1.393,368;m
96940;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;29/04/2015;00:00;;Vetor Deslocamento;0,11068;m;7.775.608,083;m;612.863,479;m;1.393,366;m
97674;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;26/05/2015;00:00;;Vetor Deslocamento;0,10758;m;7.775.608,082;m;612.863,479;m;1.393,37;m
102342;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;21/07/2015;00:00;;Vetor Deslocamento;0,10130;m;7.775.608,076;m;612.863,475;m;1.393,382;m
42224;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;03/02/2011;00:00;;Vetor Deslocamento;0,03336;m;7.775.608,127;m;612.863,527;m;1.393,486;m
42236;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Medição será fechada em outra OS especial por Tercio Costa;;27/01/2011;00:00;;;;;;;;;;
41140;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;OS em duplicidade;;27/12/2010;08:00;;;;;;;;;;
41312;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;OS em duplicidade;;27/12/2010;00:00;;;;;;;;;;
41432;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;OS Triplicada e já realizada na de número:134201.;;21/12/2010;00:00;;;;;;;;;;
41127;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Leitura realizada conforme OS 134201.;;20/12/2010;00:00;;;;;;;;;;
40794;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;19/11/2010;00:00;;Vetor Deslocamento;37,45707;m;7.775.608,106;m;612.900,959;m;1.393,398;m
40629;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;10/11/2010;00:00;;Vetor Deslocamento;0,06123;m;7.775.608,119;m;612.863,495;m;1.393,404;m
37171;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;27/10/2010;01:00;;Vetor Deslocamento;5.515.771,51800;m;7.775.608,114;m;6.128.635,02;m;1.386,4;m
38051;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;24/08/2010;00:00;;Vetor Deslocamento;5.514.747,184;m;7.775.608,696;m;6.127.496,83;m;1.362,593;m
38356;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;25/08/2010;00:00;;Vetor Deslocamento;0,06663;m;7.775.608,7;m;612.749,68;m;1.362,6;m
39106;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Leitura já cadastrada em OS especial.;;18/10/2010;00:00;;;;;;;;;;
28605;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;30/08/2010;00:00;;Vetor Deslocamento;0,08235;m;7.775.608,744;m;612.749,676;m;1.362,575;m
39414;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;01/09/2010;00:00;;Vetor Deslocamento;0,08430;m;7.775.608,697;m;612.749,685;m;1.362,582;m
39305;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;21/09/2010;00:00;;Vetor Deslocamento;0,05969;m;7.775.608,719;m;612.749,645;m;1.362,591;m
38887;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Automatizada;;Realizada;;;;Padrão;29/09/2010;00:00;;Vetor Deslocamento;0,06025;m;7.775.608,098;m;612.863,515;m;1.393,414;m
39106;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Leitura já cadastrada em OS especial.;;18/10/2010;00:00;;;;;;;;;;
39305;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;21/09/2010;00:00;;Vetor Deslocamento;0,06604;m;7.775.608,105;m;612.863,51;m;1.393,403;m
39414;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;01/09/2010;00:00;;Vetor Deslocamento;0,07885;m;7.775.608,114;m;612.863,51;m;1.393,387;m
40794;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;19/11/2010;00:00;;Vetor Deslocamento;89,12503;m;7.775.608,701;m;612.660,521;m;1.362,588;m
38523;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP086;Marco Topográfico;Prisma;WEB;Manual;;Realizada;;;;Padrão;27/08/2010;00:00;;Vetor Deslocamento;0,06515;m;7.775.608,117;m;612.863,552;m;1.393,424;m
41127;Capitão do Mato;Vargem Grande;Cava Capitão do Mato;TALUDE DE MINERIO;CMTCVCTMP051;Marco Topográfico;Prisma;WEB;Automatizada;;Não Realizada;;;Leitura realizada conforme OS 134201.;;20/12/2010;00:00;;;;;;;;;;
